id,content,response
US-0072949-A,"Title: Improved Method of Manufacturing Ribs and Bolsters for Double-Barrelled Guns
Authors: D.B. Wesson, John H. Blaze
Invention_Date: December 31, 1867
City: Springfield, Massachusetts",
US-0073351-A,"Title: Cartridge-Extractor
Authors: H. Lord
Invention_Date: January 14, 1868
City: [The city is not clearly mentioned in the visible parts of the images provided. Typically, the city of invention is listed where the inventor resides, but without clear text, I cannot provide this information.]",
US-0073357-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: James E. McBeth, Sheldon Sturgeon
Invention_Date: January 14, 1868
City: New Orleans",
US-0073447-A,"Title: Improvement In Rifling Ordnance
Authors: B. B. Hotchkiss
Invention_Date: January 21, 1868
City: New York",
US-0073494-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Francis E. Boyd and P. Shelton Tyler
Invention_Date: January 21, 1868
City: Boston",
US-0073832-A,"Title: Improvement in Boiler-Scrapers
 Authors: Auguste Poirier
 Invention_Date: January 28, 1868
 City: New York",
US-0074119-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: FLORENT MULLER
Invention_Date: February 4, 1868
City: HARTFORD",
US-0074152-A,"Title: Improvement in Revolving Cannon
Authors: August Schausten
Invention_Date: February 4, 1868
City: Michigan City, Indiana",
US-0074164-A,"Title: ADJUSTABLE BALL-HOLDER FOR GAMES.
Authors: FISHER A. SPOFFORD, MATTHEW G. RAFFINGTON.
Invention_Date: February 4, 1868.
City: COLUMBUS, OHIO.",
US-0074379-A,"Title: Improvement in Fences
Authors: Michael Kelly
Invention_Date: February 11, 1868
City: New York",
US-0074387-A,"Title: Improvement in Breech-Loading Fire-Arms.
Authors: Horace Lord
Invention_Date: February 11, 1868
City: Hartford, Connecticut",
US-0074427-A,"Title: Improvement in Strap-Ring for Fire-Arms
Authors: Joseph Rider
Invention_Date: February 11, 1868
City: Newark, Ohio",
US-0074428-A,"Title: Improvement In Breech-Loading Fire-Arms
Authors: Joseph Rider
Invention_Date: February 11, 1868
City: Newark, Ohio",
US-0074478-A,"Title: Improvement in Muzzle-Loading Ordnance
Authors: Frederick W. Alexander
Invention_Date: February 18, 1868
City: Baltimore",
US-0074557-A,"Title: IMPROVEMENT IN BREECH-LOADING ORDNANCE
Authors: LUCIUS M. LULL AND JAMES T. STARR
Invention_Date: February 18, 1868
City: WALNUT GROVE, ILLINOIS",
US-0074594-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: S.S. Rembert
Invention_Date: February 18, 1868
City: Memphis",
US-0074712-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: WILLIAM MORGENSTERN
Invention_Date: February 18, 1868
City: PHILADELPHIA",
US-0074737-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Josef Werndl
Invention_Date: February 18, 1868
City: Steyr",
US-0074760-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Barton H. Jenks
Invention_Date: February 25, 1888
City: Bridesburg, Pennsylvania",
US-0074825-A,"Title: Toy Gun
Authors: Socrates Hubbard
Invention_Date: February 25, 1868
City: Quincy, Illinois",
US-0074888-A,"Title: Breech-Loading Fire-Arms
Authors: Cornelius Callaghan
Invention_Date: February 25, 1868
City: Boston",
US-0074904-A,"Title: Improvement in Toy-Guns
Authors: Russel Frisbie
Invention_Date: February 25, 1868
City: Cromwell, Connecticut",
US-0074994-A,"Title: Improvement in Self-Loading Battery-Guns
Authors: T. J. Cranmer
Invention_Date: March 3, 1868
City: Vallicita, California",
US-0075016-A,"Title: Improvement in Revolving Fire-Arms
Authors: George Holman
Invention_Date: March 3, 1868
City: Waterville, New York",
US-0075248-A,"Title: Gun-Lock
Authors: John F. Crabtree and William N. Crabtree
Invention_Date: March 10, 1868
City: Visalia",
US-0075627-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: J. WEBSTER COCHRAN
Invention_Date: March 17, 1868
City: NEW YORK",
US-0075831-A,"Title: Toy-Pistol
Authors: J. W. Bailey
Invention_Date: March 24, 1868
City: New Orleans",
US-0075885-A,"Title: Toy-Pistol
Authors: William H. Emory
Invention_Date: March 24, 1868
City: Ashburnham, Massachusetts",
US-0076058-A,"Title: Safety-Guard for Fire-Arms
Authors: B. P. Cutler
Invention_Date: March 31, 1868
City: Boston",
US-0076374-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Charles H. Alsop, Joseph W. Alsop
Invention_Date: April 7, 1868
City: Middletown, Connecticut",
US-0076586-A,"Title: IMPROVEMENT IN BREECH-LOADING ORDNANCE
Authors: PETER R. BEAUPRE
Invention_Date: April 14, 1868
City: METROPOLIS, ILLINOIS",
US-0076587-A,"Title: Improvement in Gun-Locks
Authors: Salmon Belden, John Frankling Crabtree
Invention_Date: April 14, 1868
City: Visalia",
US-0076595-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: John Broughton
Invention_Date: April 14, 1868
City: New York",
US-0076805-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: HENRY O. PEABODY
Invention_Date: April 14, 1868
City: PROVIDENCE, RHODE ISLAND",
US-0077988-A,"Title: Improvement in Tampion for Fire-Arms
Authors: T. T. S. Laidley
Invention_Date: May 19, 1868
City: [No specific city mentioned in the available text]",
US-0078030-A,"Title: Improvement in Gun-Carriages
Authors: Charles S. Tyson
Invention_Date: May 19, 1868
City: Old Point Comfort, Virginia",
US-0078519-A,"Title: Breech-Loading Fire-Arm
Authors: Francis H. Escherich
Invention_Date: June 2, 1868
City: Baltimore",
US-0078603-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Samuel Norris, Wilhelm Mauser, Paul Mauser
Invention_Date: June 2, 1868
City: Springfield, Massachusetts / Oberndorf, Wurtemburg",
US-0078847-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: D. B. Wesson
Invention_Date: June 9, 1868
City: Springfield",
US-0079073-A,"Title: Spring Gun
Authors: George E. Hutchinson
Invention_Date: June 23, 1868
City: Cleveland",
US-0079291-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: William Morgenstern
Invention_Date: June 23, 1868
City: Hartford",
US-0079377-A,"Title: IMPROVEMENT IN REVERSIBLE ORDNANCE
Authors: JOHN D. MURPHY
Invention_Date: June 30, 1868
City: BALTIMORE",
US-0079861-A,"Title: Improvement in Detachable Muzzle for Shot-Guns
Authors: Sylvester H. Roper
Invention_Date: July 14, 1868
City: Roxbury",
US-0080043-A,"Title: Improvement In Breech-Loading Fire-Arms
Authors: Thomas Wilson
Invention_Date: July 14, 1868
City: Birmingham",
US-0080985-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: James E. McBeth
Invention_Date: August 11, 1868
City: New Orleans, Louisiana",
US-0081059-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: BETHEL BURTON
Invention_Date: August 11, 1868
City: BROOKLYN",
US-0081100-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: JOE V. MEIGS
Invention_Date: August 18, 1868
City: WASHINGTON, DISTRICT OF COLUMBIA",
US-0081283-A,"Title: Improvement In Breech-Loading Fire-Arms
Authors: John Merlett, John Smalley
Invention_Date: August 18, 1868
City: Bound Brook",
US-0081290-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: C. B. Richards
Invention_Date: August 18, 1868
City: Hartford, Connecticut",
US-0081348-A,"Title: IMPROVEMENT IN ATTACHING GUN-BARRELS TO STOCKS.
Authors: NATHAN R. DAVIS
Invention_Date: August 25, 1868
City: FREETOWN, MASSACHUSETTS",
US-0082258-A,"Title: IMPROVEMENT IN REVOLVING FIRE-ARMS
Authors: F. Alexander Thuer
Invention_Date: September 15, 1868
City: Hartford",
US-0082279-A,"Title: IMPROVEMENT IN COMBINED PISTOL AND SWORD
Authors: CHARLES E. BILLINGS
Invention_Date: September 22, 1868
City: SPRINGFIELD, MASSACHUSETTS",
US-0082536-A,"Title: TOY GUN
Authors: CHARLES S. LOCKE
Invention_Date: September 29, 1868
City: WATERTOWN",
US-0082561-A,"Title: Toy-Gun
Authors: Fisher A. Spofford, Matthew G. Raffington
Invention_Date: September 29, 1868
City: Columbus",
US-0082819-A,"Title: Improvement in Magazine Fire-Arms. 
Authors: Valentine Fogerty
Invention_Date: October 6, 1868
City: Roxbury, Massachusetts",
US-0082908-A,"Title: IMPROVEMENT IN BREECH-LOADING PISTOLS.
Authors: Daniel Werner
Invention_Date: October 6, 1868
City: St. Louis",
US-0083004-A,"Title: Toy Pistol
Authors: Greenleaf Stackpole
Invention_Date: October 13, 1868
City: New York",
US-0083058-A,"Title: TOY-PISTOL
Authors: WILMER D. GRIDLEY
Invention_Date: October 13, 1868
City: NEW BRITAIN, CONNECTICUT",
US-0083194-A,"Title: Improvement in Double-Barrelled Fire-Arms
Authors: Edward Maynard
Invention_Date: October 20, 1868
City: Tarrytown, New York",
US-0083211-A,"Title: TOY-PISTOL
Authors: Ezra Ripley
Invention_Date: October 20, 1868
City: Troy, New York",
US-0083607-A,"Title: Improvement in Boiler-Flue Brushes
Authors: Patrick H. Coyle
Invention_Date: November 3, 1868
City: Newark, New Jersey",
US-0083873-A,"Title: IMPROVEMENT IN GUN-CARRIAGES
Authors: ALEXANDER MONCRIEFF
Invention_Date: November 10, 1868
City: WOOLWICH, ENGLAND",
US-0084373-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: William Rochester Pape
Invention_Date: November 24, 1868
City: Newcastle-Upon-Tyne",
US-0084418-A,"Title: IMPROVEMENT IN ARMOR-PLATING FOR VESSELS.
Authors: GUSTAV JULIUS GÜNTHER.
Invention_Date: November 24, 1868
City: LONDON, ENGLAND",
US-0084922-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Ernest V. Jeinsen
Invention_Date: December 15, 1868
City: New York, N.Y.",
US-0084942-A,"Title: Muzzle for Shot Guns
Authors: John Fry
Invention_Date: December 15, 1868
City: Latrobe",
US-0084976-A,"Title: Improvement In Revolving Fire-Arms
Authors: F. Wesson
Invention_Date: December 15, 1868
City: Worcester, Massachusetts",
US-0085162-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Hiram Berdan
Invention_Date: December 22, 1868
City: New York",
US-0085252-A,"Title: Improvement in Breech-Loading Arms
Authors: C. E. Sneider
Invention_Date: December 22, 1868
City: Baltimore, Maryland",
US-0085268-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Salmon Belden and John Frankling Crabtree
Invention_Date: December 29, 1868
City: Visalia, California",
US-0085350-A,"Title: Improvement in Revolving Fire-Arms
Authors: John Adams
Invention_Date: December 29, 1868
City: The Strand, England",
US-0085442-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Edwin F. Gunn
Invention_Date: December 29, 1868
City: Charleston, South Carolina",
US-0085491-A,"Title: Improvement in Cannon
Authors: John A. Terrell
Invention_Date: December 29, 1868
City: Bloomfield, Kentucky",
US-0085494-A,"Title: Magazine Fire-Arm
Authors: Frederick Vetterlin
Invention_Date: December 29, 1868
City: Neuhausen, Switzerland",
US-0085616-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.
Authors: PETER SCHULER.
Invention_Date: January 5, 1869.
City: MORRIS, INDIANA.",
US-0085638-A,"Title: TOY REPEATING PISTOL
Authors: Edward Buckman, Alexander Buckman
Invention_Date: January 5, 1869
City: East Greenbush",
US-0085645-A,"Title: Breech Loading Fire Arm
Authors: J. W. Cochran
Invention_Date: January 5, 1869
City: New York",
US-0085672-A,"Title: Improvement in Gun-Locks
Authors: John Kelsay
Invention_Date: January 5, 1869
City: Richmond, Missouri",
US-0085704-A,"Title: Improvement in Toy-Guns
Authors: George H. Snow, George H. Coe
Invention_Date: January 5, 1869
City: New Haven",
US-0085897-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Cyrus W. Baldwin
Invention_Date: January 19, 1869
City: Boston, Massachusetts",
US-0085949-A,"Title: Improvement in Muzzles for Shot-Guns
Authors: J. A. McKenzie
Invention_Date: January 19, 1869
City: Galesburg",
US-0086378-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Julius Elson, William R. Schaefer
Invention_Date: February 2, 1869
City: Boston",
US-0086434-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: William Morgenstern
Invention_Date: February 2, 1869
City: New York",
US-0086690-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Samuel Remington
Invention_Date: February 9, 1869
City: Ilion, New York",
US-0086720-A,"Title: Improvement in Gun-Carriages
Authors: G. R. Wilson, William Fitch, Harvey M. Valle, and Charles E. Rittenhouse
Invention_Date: February 9, 1869
City: Washington",
US-0086723-A,"Title: Magazine Gun
Authors: S. G. Bayes
Invention_Date: Feb. 9, 1869
City: Wauseon",
US-0086739-A,"Title: Breech-Loading Fire-Arm
Authors: Jean Mathieu Deprez
Invention_Date: February 9, 1869
City: Liege, Belgium",
US-0086971-A,"Title: Breech Loader
Authors: Isaiah B. Conklin
Invention_Date: February 16, 1869
City: Baltimore",
US-0086993-A,"Title: Improvement in Toy-Spring and Arrow
Authors: W. S. McNeill, Archibald McNeill
Invention_Date: February 16, 1869
City: Bridgeport, Connecticut",
US-0087038-A,"Title: Magazine Fire Arm
Authors: William Gardner
Invention_Date: February 16, 1869
City: Toledo",
US-0087058-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Lincoln A. Merriam
Invention_Date: February 16, 1869
City: New York, N.Y.",
US-0087997-A,"Title: Breech-Loading Fire-Arm
Authors: David Williamson
Invention_Date: March 16, 1869
City: New York",
US-0088161-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: J. Durell Greene
Invention_Date: March 23, 1869
City: Cambridge, Massachusetts",
US-0088405-A,"Title: Improvement in Boiler-Flue Cleaners
Authors: Monroe Morse, Charles H. Morse
Invention_Date: March 30, 1869
City: Franklin, Massachusetts",
US-0088436-A,"Title: Improvement In Breech-Loading Fire-Arms.
Authors: Hiram Berdan
Invention_Date: March 30, 1869
City: New York",
US-0088470-A,"Title: [Improvement in Breech-Loading Fire-Arms]
Authors: [William Golcher]
Invention_Date: [March 30, 1869]
City: [St. Paul]",
US-0088530-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: A. L. Varney
Invention_Date: March 30, 1869
City: Watertown",
US-0088531-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: A. L. Varney
Invention_Date: March 30, 1869
City: Watertown",
US-0088540-A,"Title: Breech Loading Fire Arm
Authors: Francis E. Boyd and P. Shelton Tyler
Invention_Date: April 6, 1869
City: Boston",
US-0088605-A,"Title: Breech Loading Fire Arm
Authors: William Briggs
Invention_Date: April 6, 1869
City: Norristown",
US-0088608-A,"Title: TOY-PISTOL
Authors: ASA L. CARRIER
Invention_Date: April 6, 1869
City: WASHINGTON, DISTRICT OF COLUMBIA",
US-0088615-A,"Title: Improvement in Apparatus for Unspiking Guns
Authors: Thomas J. Dobbs
Invention_Date: April 6, 1869
City: Weehawken, New Jersey",
US-0088645-A,"Title: Breech Loading Fire Arm
Authors: Richard S. Lawrence
Invention_Date: April 6, 1869
City: Hartford",
US-0088730-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: J. D. S. Newell
Invention_Date: April 6, 1869
City: New Orleans, Louisiana",
US-0088853-A,"Title: Magazine Fire-Arm
Authors: Thomas Cullen
Invention_Date: April 13, 1869
City: San Francisco",
US-0088890-A,"Title: Breech-Loading Fire-Arm.
Authors: J. McGoveren.
Invention_Date: April 13, 1869.
City: New York, N.Y.",
US-0089380-A,"Title: Toy-Gun
Authors: W. I. Blackman
Invention_Date: April 27, 1869
City: Columbus, Mississippi",
US-0089607-A,"Title: IMPROVEMENT IN TOY-GUNS
Authors: Charles B. Thayer
Invention_Date: May 4, 1869
City: Syracuse",
US-0089705-A,"Title: IMPROVEMENT IN MAGAZINE FIRE-ARMS
Authors: Lafayette Z. Terrill
Invention_Date: May 4, 1869
City: Chicopee",
US-0089889-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.
Authors: WESTLEY RICHARDS
Invention_Date: May 11, 1869
City: BIRMINGHAM, ENGLAND",
US-0094036-A,"Title: Improvement in Hair-Triggers
Authors: F. Schenck
Invention_Date: August 24, 1869
City: San Antonio",
US-0099504-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: WILLIAM G. WARD
Invention_Date: February 1, 1870
City: EDGEWATER, NEW YORK",
US-0099505-A,"Title: IMPROVEMENT IN REVOLVING FIRE-ARMS
Authors: ROLLIN WHITE
Invention_Date: February 1, 1870
City: LOWELL, MASSACHUSETTS",
US-0099557-A,"Title: IMPROVED GUN-WIPER
Authors: C. F. Gillette
Invention_Date: February 8, 1870
City: Sparta, Wisconsin",
US-0099690-A,"Title: Cartridge-Shell Extractor
Authors: J. M. Marlin
Invention_Date: February 8, 1870
City: Hartford",
US-0099693-A,"Title: Improvement in Revolving Fire-Arms
Authors: John C. Miller
Invention_Date: February 8, 1870
City: Danville, Kentucky",
US-0099754-A,"Title: AIR-PISTOL
Authors: REUBEN BROOKS, JR.
Invention_Date: February 15, 1870
City: ROCKPORT, MASSACHUSETTS",
US-0099893-A,"Title: Improvement in Revolving Fire-Arms
Authors: Byron R. Hill
Invention_Date: February 15, 1870
City: Cranston, Rhode Island",
US-0160762-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Frank W. Freund
Invention_Date: March 16, 1875
City: Denver",
US-0160766-A,"Title: Improvement in Pistol-Stocks
Authors: William L. Godfrey
Invention_Date: March 16, 1875
City: New York",
US-0160819-A,"Title: Sights for Fire-Arms
Authors: F. W. Freund
Invention_Date: March 16, 1875
City: Denver",
US-0160880-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: David Conner
Invention_Date: March 16, 1875
City: Meriden",
US-0160915-A,"Title: Improvement In Breech-Loading Fire-Arms
Authors: Charles A. King
Invention_Date: March 16, 1875
City: Meriden",
US-0160919-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: James Lee
Invention_Date: March 16, 1875
City: Milwaukee, Wisconsin",
US-0160935-A,"Title: Improvement in Stocks for Fire-Arms
Authors: Joe V. Meigs
Invention_Date: March 16, 1875
City: Lowell, Massachusetts",
US-0160965-A,"Title: Improvement in Toy Fire-Arms
Authors: Eben T. Starr
Invention_Date: March 16, 1875
City: New York",
US-0161037-A,"Title: IMPROVEMENT IN MEANS OF MOUNTING AND OPERATING ORDNANCE
Authors: BENJAMIN B. HOTCHKISS
Invention_Date: March 23, 1875
City: New York, N.Y.",
US-0161117-A,"Title: Lock for Fire-Arms
Authors: Dana G. Hadley
Invention_Date: March 23, 1875
City: [The city is not explicitly mentioned on the cover page; however, the second page mentions ""Bethlehem, Grafton County, New Hampshire,"" which may refer to the inventor's location rather than the place of invention. Based on this, the likely city of invention is Bethlehem, New Hampshire.]",
US-0161219-A,"Title: IMPROVEMENT IN CARRIAGES FOR FIELD-GUNS.
Authors: WILLIAM B. FRANKLIN AND CHARLES B. RICHARDS.
Invention_Date: March 23, 1875.
City: HARTFORD.",
US-0161267-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Wilbur F. Parker
Invention_Date: March 23, 1875
City: Meriden",
US-0161300-A,"Title: Improvement in Barrels for Shot-Guns
Authors: Joel B. Tubbs
Invention_Date: March 23, 1875
City: Waterloo, New York",
US-0161307-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Barron C. Watson
Invention_Date: March 23, 1875
City: New York",
US-0161308-A,"Title: Improvement in Breech-Loading Ordnance
Authors: Barron C. Watson
Invention_Date: March 23, 1875
City: New York",
US-0161326-A,"Title: Toy-Pistol
Authors: T. Case
Invention_Date: March 30, 1875
City: [The city is not explicitly mentioned in the provided page, but the inventor's location is New Haven and the assignor's location is New Britain, both in Connecticut.]",
US-0161343-A,"Title: Lock for Fire-Arms
Authors: John H. Lester
Invention_Date: March 30, 1875
City: Niantic",
US-0161480-A,"Title: Improvement in Magazine Fire-Arms
Authors: Reuben S. Chaffee
Invention_Date: March 30, 1875
City: Springfield, Illinois",
US-0161517-A,"Title: IMPROVEMENT IN LAMP AND GAS-BURNER ATTACHMENTS.
Authors: THOMAS V. KEAM
Invention_Date: March 30, 1875
City: Santa Fé, New Mexico Territory",
US-0161559-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.
Authors: WILLIAM MIDDLETON SCOTT
Invention_Date: March 30, 1875
City: Birmingham",
US-0161615-A,"Title: Revolving Fire-Arm
Authors: F. W. Hood
Invention_Date: April 6, 1875
City: [The city is not clearly stated on the identified first-page image. Additional details may be available in the text, but the city might be Norwich, Connecticut based on the header being ""FREEMAN W. HOOD, OF NORWICH, CONNECTICUT."" However, the explicit statement ""City of Invention"" is not provided in the visible image.]",
US-0162162-A,"Title: IMPROVEMENT IN REVOLVING FIRE-ARMS
Authors: SULLIVAN FOREHAND AND HENRY C. WADSWORTH
Invention_Date: April 20, 1875
City: WORCESTER, MASS.",
US-0162208-A,"Title: Improvement in Revolving Fire-Arms
Authors: Rollin White
Invention_Date: April 20, 1875
City: Lowell, Massachusetts",
US-0162224-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: FRANK W. FREUND
Invention_Date: April 20, 1875
City: DENVER, COLORADO TERRITORY",
US-0162258-A,"Title: Improvement in Toy Pistols
Authors: Augustus E. Taylor
Invention_Date: April 20, 1875
City: New Britain",
US-0162373-A,"Title: Improvement in Pistol-Grip Attachments for the Stocks of Fire-Arms
Authors: Frank W. Freund
Invention_Date: April 20, 1875
City: Denver, Colorado Territory",
US-0162374-A,"Title: Improvement in Guard-Levers and Means for Operating the Breech-Block of Breech-Loading Fire-Arms
Authors: Frank W. Freund
Invention_Date: April 20, 1875
City: Denver",
US-0162473-A,"Title: IMPROVEMENT IN GUN-LOCKS
Authors: LEWIS L. HEPBURN
Invention_Date: April 27, 1875
City: ILION, NEW YORK",
US-0162475-A,"Title: Improvement in Revolving Fire-Arms
Authors: Henry H. Hopkins
Invention_Date: April 27, 1875
City: Norwich, Connecticut",
US-0162582-A,"Title: IMPROVEMENT IN MAGAZINE FIRE-ARMS
Authors: FREDERICK M. SHINN
Invention_Date: April 27, 1875
City: LEROY, KANSAS",
US-0162807-A,"Title: Improvement in Breech-Loading Ordnance
Authors: Darius Davison
Invention_Date: May 4, 1875
City: New York",
US-0162863-A,"Title: Revolving Fire-Arm
Authors: Dexter Smith, Joseph C. Marshall
Invention_Date: May 4, 1875
City: Springfield",
US-0163023-A,"Title: Improvement in Toy Guns
Authors: John B. McHarg
Invention_Date: May 11, 1875
City: Rome, New York",
US-0163032-A,"Title: Revolving Fire Arm
Authors: Dexter Smith
Invention_Date: May 11, 1875
City: Springfield",
US-0163036-A,"Title: Improvement in Revolving Fire-Arms
Authors: Daniel B. Wesson
Invention_Date: May 11, 1875
City: Springfield",
US-0163116-A,"Title: Improvement in Farm-Fences
Authors: Stephen Stout
Invention_Date: May 11, 1875
City: Tremont, Illinois",
US-0163129-A,"Title: IMPROVEMENT IN FLUE-CLEANERS
Authors: ADDISON W. ABRAMS
Invention_Date: May 11, 1875
City: SPRINGFIELD, MASSACHUSETTS",
US-0163149-A,"Title: Improvement in Ordnance
Authors: John G. Butler
Invention_Date: May 11, 1875
City: New York",
US-0163151-A,"Title: Feeding Attachment for Cartridge Loading Machines
Authors: Augustus C. Carey
Invention_Date: May 11, 1875
City: Boston",
US-0163404-A,"Title: Improvement in Implements for Loading Fire-Arms
Authors: Orson D. Phillips
Invention_Date: May 18, 1875
City: Lisle, New York",
US-0163478-A,"Title: IMPROVEMENT IN PISTOL-STOCKS
Authors: William L. Godfrey
Invention_Date: May 18, 1875
City: New York",
US-0163646-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: William H. Elliot
Invention_Date: May 25, 1875
City: New York",
US-0163673-A,"Title: IMPROVEMENT IN TOY GUNS
Authors: WILLIAM H. MARTIN
Invention_Date: May 25, 1875
City: MOBILE, ALABAMA",
US-0163810-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.
Authors: ORMVIL M. ROBINSON
Invention_Date: May 25, 1875
City: UPPER JAY, NEW YORK",
US-0163922-A,"Title: IMPROVEMENT IN FEED-CASES FOR MACHINE-GUNS
Authors: DE WITT C. FARRINGTON
Invention_Date: June 1, 1875
City: Lowell",
US-0164267-A,"Title: Improvement in Swivel-Bands for Fire-Arms
Authors: Jefferson M. Clough
Invention_Date: June 8, 1875
City: Ilion, New York",
US-0164521-A,"Title: Toy-Pistol
Authors: R. W. Churchill
Invention_Date: June 15, 1875
City: [City is not explicitly mentioned in the information provided, but the inventor is associated with Bridgeport, Connecticut as per the text ""ROBERT W. CHURCHILL, OF BRIDGEPORT, CONNECTICUT""]
",
US-0164568-A,"Title: IMPROVEMENT IN BREECH-LOADING ORDNANCE
Authors: PETER B. LAWSON
Invention_Date: June 15, 1875
City: COLD SPRING, N. Y.",
US-0164642-A,"Title: Breech-Loading Fire-Arms
Authors: Bernard Fasoldt
Invention_Date: June 22, 1875
City: Albany, New York",
US-0165031-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Otto Schneeloch
Invention_Date: June 29, 1875
City: Williamsburg, New York",
US-0165098-A,"Title: Improvement in Safety-Catches for Revolvers
Authors: Charles W. Hopkins
Invention_Date: June 29, 1875
City: Norwich, Connecticut",
US-0165182-A,"Title: Boiler-Tube Cleaner
Authors: Minard M. Smith
Invention_Date: July 6, 1875
City: New York",
US-0165318-A,"Title: IMPROVEMENT IN MACHINE-GUNS
Authors: DE WITT C. FARRINGTON
Invention_Date: July 6, 1875
City: LOWELL, MASSACHUSETTS",
US-0165369-A,"Title: IMPROVEMENT IN REVOLVING FIRE-ARMS.
Authors: JACOB RUPERTUS
Invention_Date: July 6, 1875
City: PHILADELPHIA",
US-0165892-A,"Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS
Authors: AUGUST F. W. TIMNER
Invention_Date: July 20, 1875
City: Coblenz, Germany",
US-0166138-A,"Title: Improvement in Breech-Loading Fire-Arms
Authors: Jacques Philippe Pieri
Invention_Date: July 27, 1875
City: Ghisoni, Corsica",
US-0166173-A,"Title: Revolving Fire-Arms
Authors: R. White
Invention_Date: July 27, 1875
City: [The city is not explicitly mentioned in the image provided. Normally, the city of invention or the inventor's residence would be mentioned in the patent, but you would need to review the text details for such information if it's not clearly listed on the front page of the patent document.]",
US-0166642-A,"Title: Improvement in Coverings for Gun-Barrels
Authors: Hugh Adams Silver
Invention_Date: August 10, 1875
City: London",
US-0166923-A,"Title: Improvement in Cartridge-Feeding Cases for Machine-Guns
Authors: De Witt C. Farrington
Invention_Date: August 24, 1875
City: Lowell, Massachusetts",
US-0166924-A,"Title: IMPROVEMENT IN FEED-CASES FOR CARTRIDGES
Authors: DE WITT C. FARRINGTON
Invention_Date: August 24, 1875
City: Lowell, Massachusetts",
US-0166943-A,"Title: IMPROVEMENT IN CATTLE-ALARMS FOR LOCOMOTIVES
Authors: ELIAS SMITH
Invention_Date: August 24, 1875
City: BLOOMINGTON, ILLINOIS",
US-0166947-A,"Title: IMPROVEMENT IN LOCKS FOR FIRE-ARMS
Authors: FERDINAND TAYLOR
Invention_Date: August 24, 1875
City: DANBURY, CONNECTICUT",
US-0167006-A,"Title: Improvement in Means of Attaching Magazines to Fire-Arms
Authors: Henry Metcalfe
Invention_Date: August 24, 1875
City: Springfield, Mass.",
US-0167169-A,"Title: Improvement in Adjustable Rests for the Arm While Firing Guns
Authors: Richard T. Hare
Invention_Date: August 31, 1875
City: Springfield, Massachusetts",
US-0167285-A,"Title: Adjustable Trigger for Fire-Arms
Authors: Henry Watkeys
Invention_Date: August 31, 1875
City: Syracuse",
